Designator,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,TB,Rotation,Comment
D62_62,D1608[0603]S,125.9454mm,66.9868mm,125.9454mm,66.9868mm,126.4757mm,67.5171mm,T,225,LED
D63_62,D1608[0603]S,127.9266mm,66.9868mm,127.9266mm,66.9868mm,128.4569mm,67.5171mm,T,225,LED
D64_62,D1608[0603]S,129.9078mm,66.9868mm,129.9078mm,66.9868mm,130.4381mm,67.5171mm,T,225,LED
D1_61,D1608[0603]S,5.0922mm,68.968mm,5.0922mm,68.968mm,5.6225mm,69.4983mm,T,225,LED
D2_61,D1608[0603]S,7.0734mm,68.968mm,7.0734mm,68.968mm,7.6037mm,69.4983mm,T,225,LED
D3_61,D1608[0603]S,9.0546mm,68.968mm,9.0546mm,68.968mm,9.5849mm,69.4983mm,T,225,LED
D4_61,D1608[0603]S,11.0358mm,68.968mm,11.0358mm,68.968mm,11.5661mm,69.4983mm,T,225,LED
D5_61,D1608[0603]S,13.017mm,68.968mm,13.017mm,68.968mm,13.5473mm,69.4983mm,T,225,LED
D6_61,D1608[0603]S,14.9982mm,68.968mm,14.9982mm,68.968mm,15.5285mm,69.4983mm,T,225,LED
D7_61,D1608[0603]S,16.9794mm,68.968mm,16.9794mm,68.968mm,17.5097mm,69.4983mm,T,225,LED
D8_61,D1608[0603]S,18.9606mm,68.968mm,18.9606mm,68.968mm,19.4909mm,69.4983mm,T,225,LED
D9_61,D1608[0603]S,20.9418mm,68.968mm,20.9418mm,68.968mm,21.4721mm,69.4983mm,T,225,LED
D10_61,D1608[0603]S,22.923mm,68.968mm,22.923mm,68.968mm,23.4533mm,69.4983mm,T,225,LED
D11_61,D1608[0603]S,24.9042mm,68.968mm,24.9042mm,68.968mm,25.4345mm,69.4983mm,T,225,LED
D12_61,D1608[0603]S,26.8854mm,68.968mm,26.8854mm,68.968mm,27.4157mm,69.4983mm,T,225,LED
D13_61,D1608[0603]S,28.8666mm,68.968mm,28.8666mm,68.968mm,29.3969mm,69.4983mm,T,225,LED
D14_61,D1608[0603]S,30.8478mm,68.968mm,30.8478mm,68.968mm,31.3781mm,69.4983mm,T,225,LED
D15_61,D1608[0603]S,32.829mm,68.968mm,32.829mm,68.968mm,33.3593mm,69.4983mm,T,225,LED
D16_61,D1608[0603]S,34.8102mm,68.968mm,34.8102mm,68.968mm,35.3405mm,69.4983mm,T,225,LED
D17_61,D1608[0603]S,36.7914mm,68.968mm,36.7914mm,68.968mm,37.3217mm,69.4983mm,T,225,LED
D18_61,D1608[0603]S,38.7726mm,68.968mm,38.7726mm,68.968mm,39.3029mm,69.4983mm,T,225,LED
D19_61,D1608[0603]S,40.7538mm,68.968mm,40.7538mm,68.968mm,41.2841mm,69.4983mm,T,225,LED
D20_61,D1608[0603]S,42.735mm,68.968mm,42.735mm,68.968mm,43.2653mm,69.4983mm,T,225,LED
D21_61,D1608[0603]S,44.7162mm,68.968mm,44.7162mm,68.968mm,45.2465mm,69.4983mm,T,225,LED
D22_61,D1608[0603]S,46.6974mm,68.968mm,46.6974mm,68.968mm,47.2277mm,69.4983mm,T,225,LED
D23_61,D1608[0603]S,48.6786mm,68.968mm,48.6786mm,68.968mm,49.2089mm,69.4983mm,T,225,LED
D24_61,D1608[0603]S,50.6598mm,68.968mm,50.6598mm,68.968mm,51.1901mm,69.4983mm,T,225,LED
D25_61,D1608[0603]S,52.641mm,68.968mm,52.641mm,68.968mm,53.1713mm,69.4983mm,T,225,LED
D26_61,D1608[0603]S,54.6222mm,68.968mm,54.6222mm,68.968mm,55.1525mm,69.4983mm,T,225,LED
D27_61,D1608[0603]S,56.6034mm,68.968mm,56.6034mm,68.968mm,57.1337mm,69.4983mm,T,225,LED
D28_61,D1608[0603]S,58.5846mm,68.968mm,58.5846mm,68.968mm,59.1149mm,69.4983mm,T,225,LED
D29_61,D1608[0603]S,60.5658mm,68.968mm,60.5658mm,68.968mm,61.0961mm,69.4983mm,T,225,LED
D30_61,D1608[0603]S,62.547mm,68.968mm,62.547mm,68.968mm,63.0773mm,69.4983mm,T,225,LED
D31_61,D1608[0603]S,64.5282mm,68.968mm,64.5282mm,68.968mm,65.0585mm,69.4983mm,T,225,LED
D32_61,D1608[0603]S,66.5094mm,68.968mm,66.5094mm,68.968mm,67.0397mm,69.4983mm,T,225,LED
D33_61,D1608[0603]S,68.4906mm,68.968mm,68.4906mm,68.968mm,69.0209mm,69.4983mm,T,225,LED
D34_61,D1608[0603]S,70.4718mm,68.968mm,70.4718mm,68.968mm,71.0021mm,69.4983mm,T,225,LED
D35_61,D1608[0603]S,72.453mm,68.968mm,72.453mm,68.968mm,72.9833mm,69.4983mm,T,225,LED
D36_61,D1608[0603]S,74.4342mm,68.968mm,74.4342mm,68.968mm,74.9645mm,69.4983mm,T,225,LED
D37_61,D1608[0603]S,76.4154mm,68.968mm,76.4154mm,68.968mm,76.9457mm,69.4983mm,T,225,LED
D38_61,D1608[0603]S,78.3966mm,68.968mm,78.3966mm,68.968mm,78.9269mm,69.4983mm,T,225,LED
D39_61,D1608[0603]S,80.3778mm,68.968mm,80.3778mm,68.968mm,80.9081mm,69.4983mm,T,225,LED
D40_61,D1608[0603]S,82.359mm,68.968mm,82.359mm,68.968mm,82.8893mm,69.4983mm,T,225,LED
D41_61,D1608[0603]S,84.3402mm,68.968mm,84.3402mm,68.968mm,84.8705mm,69.4983mm,T,225,LED
D42_61,D1608[0603]S,86.3214mm,68.968mm,86.3214mm,68.968mm,86.8517mm,69.4983mm,T,225,LED
D43_61,D1608[0603]S,88.3026mm,68.968mm,88.3026mm,68.968mm,88.8329mm,69.4983mm,T,225,LED
D44_61,D1608[0603]S,90.2838mm,68.968mm,90.2838mm,68.968mm,90.8141mm,69.4983mm,T,225,LED
D45_61,D1608[0603]S,92.265mm,68.968mm,92.265mm,68.968mm,92.7953mm,69.4983mm,T,225,LED
D46_61,D1608[0603]S,94.2462mm,68.968mm,94.2462mm,68.968mm,94.7765mm,69.4983mm,T,225,LED
D47_61,D1608[0603]S,96.2274mm,68.968mm,96.2274mm,68.968mm,96.7577mm,69.4983mm,T,225,LED
D48_61,D1608[0603]S,98.2086mm,68.968mm,98.2086mm,68.968mm,98.7389mm,69.4983mm,T,225,LED
D49_61,D1608[0603]S,100.1898mm,68.968mm,100.1898mm,68.968mm,100.7201mm,69.4983mm,T,225,LED
D50_61,D1608[0603]S,102.171mm,68.968mm,102.171mm,68.968mm,102.7013mm,69.4983mm,T,225,LED
D51_61,D1608[0603]S,104.1522mm,68.968mm,104.1522mm,68.968mm,104.6825mm,69.4983mm,T,225,LED
D52_61,D1608[0603]S,106.1334mm,68.968mm,106.1334mm,68.968mm,106.6637mm,69.4983mm,T,225,LED
D53_61,D1608[0603]S,108.1146mm,68.968mm,108.1146mm,68.968mm,108.6449mm,69.4983mm,T,225,LED
D54_61,D1608[0603]S,110.0958mm,68.968mm,110.0958mm,68.968mm,110.6261mm,69.4983mm,T,225,LED
D55_61,D1608[0603]S,112.077mm,68.968mm,112.077mm,68.968mm,112.6073mm,69.4983mm,T,225,LED
D56_61,D1608[0603]S,114.0582mm,68.968mm,114.0582mm,68.968mm,114.5885mm,69.4983mm,T,225,LED
D57_61,D1608[0603]S,116.0394mm,68.968mm,116.0394mm,68.968mm,116.5697mm,69.4983mm,T,225,LED
D58_61,D1608[0603]S,118.0206mm,68.968mm,118.0206mm,68.968mm,118.5509mm,69.4983mm,T,225,LED
D59_61,D1608[0603]S,120.0018mm,68.968mm,120.0018mm,68.968mm,120.5321mm,69.4983mm,T,225,LED
D60_61,D1608[0603]S,121.983mm,68.968mm,121.983mm,68.968mm,122.5133mm,69.4983mm,T,225,LED
D61_61,D1608[0603]S,123.9642mm,68.968mm,123.9642mm,68.968mm,124.4945mm,69.4983mm,T,225,LED
D62_61,D1608[0603]S,125.9454mm,68.968mm,125.9454mm,68.968mm,126.4757mm,69.4983mm,T,225,LED
D63_61,D1608[0603]S,127.9266mm,68.968mm,127.9266mm,68.968mm,128.4569mm,69.4983mm,T,225,LED
D64_61,D1608[0603]S,129.9078mm,68.968mm,129.9078mm,68.968mm,130.4381mm,69.4983mm,T,225,LED
D1_60,D1608[0603]S,5.0922mm,70.9492mm,5.0922mm,70.9492mm,5.6225mm,71.4795mm,T,225,LED
D2_60,D1608[0603]S,7.0734mm,70.9492mm,7.0734mm,70.9492mm,7.6037mm,71.4795mm,T,225,LED
D3_60,D1608[0603]S,9.0546mm,70.9492mm,9.0546mm,70.9492mm,9.5849mm,71.4795mm,T,225,LED
D4_60,D1608[0603]S,11.0358mm,70.9492mm,11.0358mm,70.9492mm,11.5661mm,71.4795mm,T,225,LED
D5_60,D1608[0603]S,13.017mm,70.9492mm,13.017mm,70.9492mm,13.5473mm,71.4795mm,T,225,LED
D6_60,D1608[0603]S,14.9982mm,70.9492mm,14.9982mm,70.9492mm,15.5285mm,71.4795mm,T,225,LED
D7_60,D1608[0603]S,16.9794mm,70.9492mm,16.9794mm,70.9492mm,17.5097mm,71.4795mm,T,225,LED
D8_60,D1608[0603]S,18.9606mm,70.9492mm,18.9606mm,70.9492mm,19.4909mm,71.4795mm,T,225,LED
D9_60,D1608[0603]S,20.9418mm,70.9492mm,20.9418mm,70.9492mm,21.4721mm,71.4795mm,T,225,LED
D10_60,D1608[0603]S,22.923mm,70.9492mm,22.923mm,70.9492mm,23.4533mm,71.4795mm,T,225,LED
D11_60,D1608[0603]S,24.9042mm,70.9492mm,24.9042mm,70.9492mm,25.4345mm,71.4795mm,T,225,LED
D12_60,D1608[0603]S,26.8854mm,70.9492mm,26.8854mm,70.9492mm,27.4157mm,71.4795mm,T,225,LED
D13_60,D1608[0603]S,28.8666mm,70.9492mm,28.8666mm,70.9492mm,29.3969mm,71.4795mm,T,225,LED
D14_60,D1608[0603]S,30.8478mm,70.9492mm,30.8478mm,70.9492mm,31.3781mm,71.4795mm,T,225,LED
D15_60,D1608[0603]S,32.829mm,70.9492mm,32.829mm,70.9492mm,33.3593mm,71.4795mm,T,225,LED
D16_60,D1608[0603]S,34.8102mm,70.9492mm,34.8102mm,70.9492mm,35.3405mm,71.4795mm,T,225,LED
D17_60,D1608[0603]S,36.7914mm,70.9492mm,36.7914mm,70.9492mm,37.3217mm,71.4795mm,T,225,LED
D18_60,D1608[0603]S,38.7726mm,70.9492mm,38.7726mm,70.9492mm,39.3029mm,71.4795mm,T,225,LED
D19_60,D1608[0603]S,40.7538mm,70.9492mm,40.7538mm,70.9492mm,41.2841mm,71.4795mm,T,225,LED
D20_60,D1608[0603]S,42.735mm,70.9492mm,42.735mm,70.9492mm,43.2653mm,71.4795mm,T,225,LED
D21_60,D1608[0603]S,44.7162mm,70.9492mm,44.7162mm,70.9492mm,45.2465mm,71.4795mm,T,225,LED
D22_60,D1608[0603]S,46.6974mm,70.9492mm,46.6974mm,70.9492mm,47.2277mm,71.4795mm,T,225,LED
D23_60,D1608[0603]S,48.6786mm,70.9492mm,48.6786mm,70.9492mm,49.2089mm,71.4795mm,T,225,LED
D24_60,D1608[0603]S,50.6598mm,70.9492mm,50.6598mm,70.9492mm,51.1901mm,71.4795mm,T,225,LED
D25_60,D1608[0603]S,52.641mm,70.9492mm,52.641mm,70.9492mm,53.1713mm,71.4795mm,T,225,LED
D26_60,D1608[0603]S,54.6222mm,70.9492mm,54.6222mm,70.9492mm,55.1525mm,71.4795mm,T,225,LED
D27_60,D1608[0603]S,56.6034mm,70.9492mm,56.6034mm,70.9492mm,57.1337mm,71.4795mm,T,225,LED
D28_60,D1608[0603]S,58.5846mm,70.9492mm,58.5846mm,70.9492mm,59.1149mm,71.4795mm,T,225,LED
D29_60,D1608[0603]S,60.5658mm,70.9492mm,60.5658mm,70.9492mm,61.0961mm,71.4795mm,T,225,LED
D30_60,D1608[0603]S,62.547mm,70.9492mm,62.547mm,70.9492mm,63.0773mm,71.4795mm,T,225,LED
D31_60,D1608[0603]S,64.5282mm,70.9492mm,64.5282mm,70.9492mm,65.0585mm,71.4795mm,T,225,LED
D32_60,D1608[0603]S,66.5094mm,70.9492mm,66.5094mm,70.9492mm,67.0397mm,71.4795mm,T,225,LED
D33_60,D1608[0603]S,68.4906mm,70.9492mm,68.4906mm,70.9492mm,69.0209mm,71.4795mm,T,225,LED
D34_60,D1608[0603]S,70.4718mm,70.9492mm,70.4718mm,70.9492mm,71.0021mm,71.4795mm,T,225,LED
D35_60,D1608[0603]S,72.453mm,70.9492mm,72.453mm,70.9492mm,72.9833mm,71.4795mm,T,225,LED
D36_60,D1608[0603]S,74.4342mm,70.9492mm,74.4342mm,70.9492mm,74.9645mm,71.4795mm,T,225,LED
D37_60,D1608[0603]S,76.4154mm,70.9492mm,76.4154mm,70.9492mm,76.9457mm,71.4795mm,T,225,LED
D38_60,D1608[0603]S,78.3966mm,70.9492mm,78.3966mm,70.9492mm,78.9269mm,71.4795mm,T,225,LED
D39_60,D1608[0603]S,80.3778mm,70.9492mm,80.3778mm,70.9492mm,80.9081mm,71.4795mm,T,225,LED
D40_60,D1608[0603]S,82.359mm,70.9492mm,82.359mm,70.9492mm,82.8893mm,71.4795mm,T,225,LED
D41_60,D1608[0603]S,84.3402mm,70.9492mm,84.3402mm,70.9492mm,84.8705mm,71.4795mm,T,225,LED
D42_60,D1608[0603]S,86.3214mm,70.9492mm,86.3214mm,70.9492mm,86.8517mm,71.4795mm,T,225,LED
D43_60,D1608[0603]S,88.3026mm,70.9492mm,88.3026mm,70.9492mm,88.8329mm,71.4795mm,T,225,LED
D44_60,D1608[0603]S,90.2838mm,70.9492mm,90.2838mm,70.9492mm,90.8141mm,71.4795mm,T,225,LED
D45_60,D1608[0603]S,92.265mm,70.9492mm,92.265mm,70.9492mm,92.7953mm,71.4795mm,T,225,LED
D46_60,D1608[0603]S,94.2462mm,70.9492mm,94.2462mm,70.9492mm,94.7765mm,71.4795mm,T,225,LED
D47_60,D1608[0603]S,96.2274mm,70.9492mm,96.2274mm,70.9492mm,96.7577mm,71.4795mm,T,225,LED
D48_60,D1608[0603]S,98.2086mm,70.9492mm,98.2086mm,70.9492mm,98.7389mm,71.4795mm,T,225,LED
D49_60,D1608[0603]S,100.1898mm,70.9492mm,100.1898mm,70.9492mm,100.7201mm,71.4795mm,T,225,LED
D50_60,D1608[0603]S,102.171mm,70.9492mm,102.171mm,70.9492mm,102.7013mm,71.4795mm,T,225,LED
D51_60,D1608[0603]S,104.1522mm,70.9492mm,104.1522mm,70.9492mm,104.6825mm,71.4795mm,T,225,LED
D52_60,D1608[0603]S,106.1334mm,70.9492mm,106.1334mm,70.9492mm,106.6637mm,71.4795mm,T,225,LED
D53_60,D1608[0603]S,108.1146mm,70.9492mm,108.1146mm,70.9492mm,108.6449mm,71.4795mm,T,225,LED
D54_60,D1608[0603]S,110.0958mm,70.9492mm,110.0958mm,70.9492mm,110.6261mm,71.4795mm,T,225,LED
D55_60,D1608[0603]S,112.077mm,70.9492mm,112.077mm,70.9492mm,112.6073mm,71.4795mm,T,225,LED
D56_60,D1608[0603]S,114.0582mm,70.9492mm,114.0582mm,70.9492mm,114.5885mm,71.4795mm,T,225,LED
D57_60,D1608[0603]S,116.0394mm,70.9492mm,116.0394mm,70.9492mm,116.5697mm,71.4795mm,T,225,LED
D58_60,D1608[0603]S,118.0206mm,70.9492mm,118.0206mm,70.9492mm,118.5509mm,71.4795mm,T,225,LED
D59_60,D1608[0603]S,120.0018mm,70.9492mm,120.0018mm,70.9492mm,120.5321mm,71.4795mm,T,225,LED
D60_60,D1608[0603]S,121.983mm,70.9492mm,121.983mm,70.9492mm,122.5133mm,71.4795mm,T,225,LED
D61_60,D1608[0603]S,123.9642mm,70.9492mm,123.9642mm,70.9492mm,124.4945mm,71.4795mm,T,225,LED
D62_60,D1608[0603]S,125.9454mm,70.9492mm,125.9454mm,70.9492mm,126.4757mm,71.4795mm,T,225,LED
D63_60,D1608[0603]S,127.9266mm,70.9492mm,127.9266mm,70.9492mm,128.4569mm,71.4795mm,T,225,LED
D64_60,D1608[0603]S,129.9078mm,70.9492mm,129.9078mm,70.9492mm,130.4381mm,71.4795mm,T,225,LED
D1_59,D1608[0603]S,5.0922mm,72.9304mm,5.0922mm,72.9304mm,5.6225mm,73.4607mm,T,225,LED
D2_59,D1608[0603]S,7.0734mm,72.9304mm,7.0734mm,72.9304mm,7.6037mm,73.4607mm,T,225,LED
D3_59,D1608[0603]S,9.0546mm,72.9304mm,9.0546mm,72.9304mm,9.5849mm,73.4607mm,T,225,LED
D4_59,D1608[0603]S,11.0358mm,72.9304mm,11.0358mm,72.9304mm,11.5661mm,73.4607mm,T,225,LED
D5_59,D1608[0603]S,13.017mm,72.9304mm,13.017mm,72.9304mm,13.5473mm,73.4607mm,T,225,LED
D6_59,D1608[0603]S,14.9982mm,72.9304mm,14.9982mm,72.9304mm,15.5285mm,73.4607mm,T,225,LED
D7_59,D1608[0603]S,16.9794mm,72.9304mm,16.9794mm,72.9304mm,17.5097mm,73.4607mm,T,225,LED
D8_59,D1608[0603]S,18.9606mm,72.9304mm,18.9606mm,72.9304mm,19.4909mm,73.4607mm,T,225,LED
D9_59,D1608[0603]S,20.9418mm,72.9304mm,20.9418mm,72.9304mm,21.4721mm,73.4607mm,T,225,LED
D10_59,D1608[0603]S,22.923mm,72.9304mm,22.923mm,72.9304mm,23.4533mm,73.4607mm,T,225,LED
D11_59,D1608[0603]S,24.9042mm,72.9304mm,24.9042mm,72.9304mm,25.4345mm,73.4607mm,T,225,LED
D12_59,D1608[0603]S,26.8854mm,72.9304mm,26.8854mm,72.9304mm,27.4157mm,73.4607mm,T,225,LED
D13_59,D1608[0603]S,28.8666mm,72.9304mm,28.8666mm,72.9304mm,29.3969mm,73.4607mm,T,225,LED
D14_59,D1608[0603]S,30.8478mm,72.9304mm,30.8478mm,72.9304mm,31.3781mm,73.4607mm,T,225,LED
D15_59,D1608[0603]S,32.829mm,72.9304mm,32.829mm,72.9304mm,33.3593mm,73.4607mm,T,225,LED
D16_59,D1608[0603]S,34.8102mm,72.9304mm,34.8102mm,72.9304mm,35.3405mm,73.4607mm,T,225,LED
D17_59,D1608[0603]S,36.7914mm,72.9304mm,36.7914mm,72.9304mm,37.3217mm,73.4607mm,T,225,LED
D18_59,D1608[0603]S,38.7726mm,72.9304mm,38.7726mm,72.9304mm,39.3029mm,73.4607mm,T,225,LED
D19_59,D1608[0603]S,40.7538mm,72.9304mm,40.7538mm,72.9304mm,41.2841mm,73.4607mm,T,225,LED
D20_59,D1608[0603]S,42.735mm,72.9304mm,42.735mm,72.9304mm,43.2653mm,73.4607mm,T,225,LED
D21_59,D1608[0603]S,44.7162mm,72.9304mm,44.7162mm,72.9304mm,45.2465mm,73.4607mm,T,225,LED
D22_59,D1608[0603]S,46.6974mm,72.9304mm,46.6974mm,72.9304mm,47.2277mm,73.4607mm,T,225,LED
D23_59,D1608[0603]S,48.6786mm,72.9304mm,48.6786mm,72.9304mm,49.2089mm,73.4607mm,T,225,LED
D24_59,D1608[0603]S,50.6598mm,72.9304mm,50.6598mm,72.9304mm,51.1901mm,73.4607mm,T,225,LED
D25_59,D1608[0603]S,52.641mm,72.9304mm,52.641mm,72.9304mm,53.1713mm,73.4607mm,T,225,LED
D26_59,D1608[0603]S,54.6222mm,72.9304mm,54.6222mm,72.9304mm,55.1525mm,73.4607mm,T,225,LED
D27_59,D1608[0603]S,56.6034mm,72.9304mm,56.6034mm,72.9304mm,57.1337mm,73.4607mm,T,225,LED
D28_59,D1608[0603]S,58.5846mm,72.9304mm,58.5846mm,72.9304mm,59.1149mm,73.4607mm,T,225,LED
D29_59,D1608[0603]S,60.5658mm,72.9304mm,60.5658mm,72.9304mm,61.0961mm,73.4607mm,T,225,LED
D30_59,D1608[0603]S,62.547mm,72.9304mm,62.547mm,72.9304mm,63.0773mm,73.4607mm,T,225,LED
D31_59,D1608[0603]S,64.5282mm,72.9304mm,64.5282mm,72.9304mm,65.0585mm,73.4607mm,T,225,LED
D32_59,D1608[0603]S,66.5094mm,72.9304mm,66.5094mm,72.9304mm,67.0397mm,73.4607mm,T,225,LED
D33_59,D1608[0603]S,68.4906mm,72.9304mm,68.4906mm,72.9304mm,69.0209mm,73.4607mm,T,225,LED
D34_59,D1608[0603]S,70.4718mm,72.9304mm,70.4718mm,72.9304mm,71.0021mm,73.4607mm,T,225,LED
D35_59,D1608[0603]S,72.453mm,72.9304mm,72.453mm,72.9304mm,72.9833mm,73.4607mm,T,225,LED
D36_59,D1608[0603]S,74.4342mm,72.9304mm,74.4342mm,72.9304mm,74.9645mm,73.4607mm,T,225,LED
D37_59,D1608[0603]S,76.4154mm,72.9304mm,76.4154mm,72.9304mm,76.9457mm,73.4607mm,T,225,LED
D38_59,D1608[0603]S,78.3966mm,72.9304mm,78.3966mm,72.9304mm,78.9269mm,73.4607mm,T,225,LED
D39_59,D1608[0603]S,80.3778mm,72.9304mm,80.3778mm,72.9304mm,80.9081mm,73.4607mm,T,225,LED
D40_59,D1608[0603]S,82.359mm,72.9304mm,82.359mm,72.9304mm,82.8893mm,73.4607mm,T,225,LED
D41_59,D1608[0603]S,84.3402mm,72.9304mm,84.3402mm,72.9304mm,84.8705mm,73.4607mm,T,225,LED
D42_59,D1608[0603]S,86.3214mm,72.9304mm,86.3214mm,72.9304mm,86.8517mm,73.4607mm,T,225,LED
D43_59,D1608[0603]S,88.3026mm,72.9304mm,88.3026mm,72.9304mm,88.8329mm,73.4607mm,T,225,LED
D44_59,D1608[0603]S,90.2838mm,72.9304mm,90.2838mm,72.9304mm,90.8141mm,73.4607mm,T,225,LED
D45_59,D1608[0603]S,92.265mm,72.9304mm,92.265mm,72.9304mm,92.7953mm,73.4607mm,T,225,LED
D46_59,D1608[0603]S,94.2462mm,72.9304mm,94.2462mm,72.9304mm,94.7765mm,73.4607mm,T,225,LED
D47_59,D1608[0603]S,96.2274mm,72.9304mm,96.2274mm,72.9304mm,96.7577mm,73.4607mm,T,225,LED
D48_59,D1608[0603]S,98.2086mm,72.9304mm,98.2086mm,72.9304mm,98.7389mm,73.4607mm,T,225,LED
D49_59,D1608[0603]S,100.1898mm,72.9304mm,100.1898mm,72.9304mm,100.7201mm,73.4607mm,T,225,LED
D50_59,D1608[0603]S,102.171mm,72.9304mm,102.171mm,72.9304mm,102.7013mm,73.4607mm,T,225,LED
D51_59,D1608[0603]S,104.1522mm,72.9304mm,104.1522mm,72.9304mm,104.6825mm,73.4607mm,T,225,LED
D52_59,D1608[0603]S,106.1334mm,72.9304mm,106.1334mm,72.9304mm,106.6637mm,73.4607mm,T,225,LED
D53_59,D1608[0603]S,108.1146mm,72.9304mm,108.1146mm,72.9304mm,108.6449mm,73.4607mm,T,225,LED
D54_59,D1608[0603]S,110.0958mm,72.9304mm,110.0958mm,72.9304mm,110.6261mm,73.4607mm,T,225,LED
D55_59,D1608[0603]S,112.077mm,72.9304mm,112.077mm,72.9304mm,112.6073mm,73.4607mm,T,225,LED
D56_59,D1608[0603]S,114.0582mm,72.9304mm,114.0582mm,72.9304mm,114.5885mm,73.4607mm,T,225,LED
D57_59,D1608[0603]S,116.0394mm,72.9304mm,116.0394mm,72.9304mm,116.5697mm,73.4607mm,T,225,LED
D58_59,D1608[0603]S,118.0206mm,72.9304mm,118.0206mm,72.9304mm,118.5509mm,73.4607mm,T,225,LED
D59_59,D1608[0603]S,120.0018mm,72.9304mm,120.0018mm,72.9304mm,120.5321mm,73.4607mm,T,225,LED
D60_59,D1608[0603]S,121.983mm,72.9304mm,121.983mm,72.9304mm,122.5133mm,73.4607mm,T,225,LED
D61_59,D1608[0603]S,123.9642mm,72.9304mm,123.9642mm,72.9304mm,124.4945mm,73.4607mm,T,225,LED
D62_59,D1608[0603]S,125.9454mm,72.9304mm,125.9454mm,72.9304mm,126.4757mm,73.4607mm,T,225,LED
D63_59,D1608[0603]S,127.9266mm,72.9304mm,127.9266mm,72.9304mm,128.4569mm,73.4607mm,T,225,LED
D64_59,D1608[0603]S,129.9078mm,72.9304mm,129.9078mm,72.9304mm,130.4381mm,73.4607mm,T,225,LED
D1_58,D1608[0603]S,5.0922mm,74.9116mm,5.0922mm,74.9116mm,5.6225mm,75.4419mm,T,225,LED
D2_58,D1608[0603]S,7.0734mm,74.9116mm,7.0734mm,74.9116mm,7.6037mm,75.4419mm,T,225,LED
D3_58,D1608[0603]S,9.0546mm,74.9116mm,9.0546mm,74.9116mm,9.5849mm,75.4419mm,T,225,LED
D4_58,D1608[0603]S,11.0358mm,74.9116mm,11.0358mm,74.9116mm,11.5661mm,75.4419mm,T,225,LED
D5_58,D1608[0603]S,13.017mm,74.9116mm,13.017mm,74.9116mm,13.5473mm,75.4419mm,T,225,LED
D6_58,D1608[0603]S,14.9982mm,74.9116mm,14.9982mm,74.9116mm,15.5285mm,75.4419mm,T,225,LED
D7_58,D1608[0603]S,16.9794mm,74.9116mm,16.9794mm,74.9116mm,17.5097mm,75.4419mm,T,225,LED
D8_58,D1608[0603]S,18.9606mm,74.9116mm,18.9606mm,74.9116mm,19.4909mm,75.4419mm,T,225,LED
D9_58,D1608[0603]S,20.9418mm,74.9116mm,20.9418mm,74.9116mm,21.4721mm,75.4419mm,T,225,LED
D10_58,D1608[0603]S,22.923mm,74.9116mm,22.923mm,74.9116mm,23.4533mm,75.4419mm,T,225,LED
D11_58,D1608[0603]S,24.9042mm,74.9116mm,24.9042mm,74.9116mm,25.4345mm,75.4419mm,T,225,LED
D12_58,D1608[0603]S,26.8854mm,74.9116mm,26.8854mm,74.9116mm,27.4157mm,75.4419mm,T,225,LED
D13_58,D1608[0603]S,28.8666mm,74.9116mm,28.8666mm,74.9116mm,29.3969mm,75.4419mm,T,225,LED
D14_58,D1608[0603]S,30.8478mm,74.9116mm,30.8478mm,74.9116mm,31.3781mm,75.4419mm,T,225,LED
D15_58,D1608[0603]S,32.829mm,74.9116mm,32.829mm,74.9116mm,33.3593mm,75.4419mm,T,225,LED
D16_58,D1608[0603]S,34.8102mm,74.9116mm,34.8102mm,74.9116mm,35.3405mm,75.4419mm,T,225,LED
D17_58,D1608[0603]S,36.7914mm,74.9116mm,36.7914mm,74.9116mm,37.3217mm,75.4419mm,T,225,LED
D18_58,D1608[0603]S,38.7726mm,74.9116mm,38.7726mm,74.9116mm,39.3029mm,75.4419mm,T,225,LED
D19_58,D1608[0603]S,40.7538mm,74.9116mm,40.7538mm,74.9116mm,41.2841mm,75.4419mm,T,225,LED
D20_58,D1608[0603]S,42.735mm,74.9116mm,42.735mm,74.9116mm,43.2653mm,75.4419mm,T,225,LED
D21_58,D1608[0603]S,44.7162mm,74.9116mm,44.7162mm,74.9116mm,45.2465mm,75.4419mm,T,225,LED
D22_58,D1608[0603]S,46.6974mm,74.9116mm,46.6974mm,74.9116mm,47.2277mm,75.4419mm,T,225,LED
D23_58,D1608[0603]S,48.6786mm,74.9116mm,48.6786mm,74.9116mm,49.2089mm,75.4419mm,T,225,LED
D24_58,D1608[0603]S,50.6598mm,74.9116mm,50.6598mm,74.9116mm,51.1901mm,75.4419mm,T,225,LED
D25_58,D1608[0603]S,52.641mm,74.9116mm,52.641mm,74.9116mm,53.1713mm,75.4419mm,T,225,LED
D26_58,D1608[0603]S,54.6222mm,74.9116mm,54.6222mm,74.9116mm,55.1525mm,75.4419mm,T,225,LED
D27_58,D1608[0603]S,56.6034mm,74.9116mm,56.6034mm,74.9116mm,57.1337mm,75.4419mm,T,225,LED
D28_58,D1608[0603]S,58.5846mm,74.9116mm,58.5846mm,74.9116mm,59.1149mm,75.4419mm,T,225,LED
D29_58,D1608[0603]S,60.5658mm,74.9116mm,60.5658mm,74.9116mm,61.0961mm,75.4419mm,T,225,LED
